Total Time,Computation Time,Derived Communication Time,Measured Communication Time,Number of Nodes,Processes per Node,Working Set Size,Working Set Size (Bytes),Message Size,Message Size (Bytes),Total Time STD,Computation Time STD,Measured Communication Time STD,Derived Communication Time STD,Total Processes,Message Size Mul.,Number of Messages,Computational Load Type,Communication to Total Time Ratio
3.276301607421875,2.13212721484375,1.1441743925781251,1.1441680458984376,64,16,128MiB,134217728.0,2.0MiB,262144.0,0.0413811549828545,0.06959436433451861,0.07550429834532578,0.07550495181426706,1024.0,2MiB,4.0,MemoryBound,0.349225493558508
2.45287583203125,2.0771887529296875,0.3756870791015625,0.3756799560546875,64,16,128MiB,134217728.0,256.0KiB,32768.0,0.016065543948477385,0.056379542917744205,0.050629503748114056,0.05063019256204463,1024.0,256KiB,8.0,MemoryBound,0.15315897818748672
4.322870075195313,2.041556970703125,2.2813131044921877,2.2813069462890625,64,16,128MiB,134217728.0,2.0MiB,262144.0,0.07037691359549483,0.14292076643121618,0.1564927028450467,0.15649312556690484,1024.0,2MiB,8.0,MemoryBound,0.5277297042488583
2.9093267078125002,2.3086366234374998,0.6006900843749999,0.600679653125,64,20,128MiB,134217728.0,32.0KiB,4096.0,0.03560242619880264,0.15188065985164886,0.16019912473490508,0.16019905052748265,1280.0,32KiB,2.0,MemoryBound,0.20646689542015936
2.9169069999999997,2.5394207140625,0.3774862859375,0.37747621484375,64,20,128MiB,134217728.0,256.0KiB,32768.0,0.014226314548278567,0.1651189549110763,0.1616799597319837,0.16168009260469265,1280.0,256KiB,2.0,MemoryBound,0.12940975315419725
3.264358208593751,2.5451187984374997,0.71923941015625,0.7192316156249999,64,20,128MiB,134217728.0,2.0MiB,262144.0,0.029709951056044882,0.09239271616191701,0.08656152946600727,0.08656190436260625,1280.0,2MiB,2.0,MemoryBound,0.22032864338587305
7.78245696796875,2.4815530140625,5.30090395390625,5.3008973609375,64,20,128MiB,134217728.0,16.0MiB,2097152.0,0.06042463934715815,0.12848136698600912,0.1386503981047669,0.13865080634464036,1280.0,16MiB,2.0,MemoryBound,0.6811341691647097
2.9185295203125,2.5055576289062502,0.41297189140625007,0.41296255078124994,64,20,128MiB,134217728.0,32.0KiB,4096.0,0.028072668742889852,0.1369247557440443,0.14387565957604215,0.14387577022678796,1280.0,32KiB,4.0,MemoryBound,0.14149678730576354
2.9161956765625,2.40279874453125,0.51339693203125,0.5133862765624999,64,20,128MiB,134217728.0,256.0KiB,32768.0,0.026566442758147936,0.15869216838698638,0.16001113626557395,0.16001071687327473,1280.0,256KiB,4.0,MemoryBound,0.17604658037476417
3.8460786546875,2.296798946875,1.5492797078125,1.5492722476562502,64,20,128MiB,134217728.0,2.0MiB,262144.0,0.06652846358586965,0.14220623414913436,0.14325575662652948,0.1432560078275371,1280.0,2MiB,4.0,MemoryBound,0.4028186594072999
2.91699813984375,2.4380092640625,0.47898887578125005,0.47897883437500005,64,20,128MiB,134217728.0,32.0KiB,4096.0,0.023444850689969755,0.19575477325644805,0.19508859557791078,0.19508870101571596,1280.0,32KiB,8.0,MemoryBound,0.16420265334850598
